freq_hz,psd_desired_dBm_per_MHz,psd_interferer_dBm_per_MHz,psd_mixed_dBm_per_MHz
-2.350968750000000000e+08,-1.561705745839001054e+02,-2.100000000000000000e+02,-1.561705745839322219e+02
-2.349750000000000000e+08,-1.635386474609187246e+02,-2.100000000000000000e+02,-1.635386474609204299e+02
-2.348531250000000000e+08,-1.710382160208378082e+02,-2.100000000000000000e+02,-1.710382160207544189e+02
-2.347312500000000000e+08,-1.673114537541572417e+02,-2.100000000000000000e+02,-1.673114537543667097e+02
-2.346093750000000000e+08,-1.632974745037041089e+02,-2.100000000000000000e+02,-1.632974745040059474e+02
-2.344875000000000000e+08,-1.603903211800990221e+02,-2.100000000000000000e+02,-1.603903211804166347e+02
-2.343656250000000000e+08,-1.583724813367996944e+02,-2.100000000000000000e+02,-1.583724813371067626e+02
-2.342437500000000000e+08,-1.571591647593707535e+02,-2.100000000000000000e+02,-1.571591647596765142e+02
-2.341218750000000000e+08,-1.566230646414938406e+02,-2.100000000000000000e+02,-1.566230646418060815e+02
-2.340000000000000000e+08,-1.565801533057768324e+02,-2.100000000000000000e+02,-1.565801533061036253e+02
-2.338781250000000000e+08,-1.567903210918547074e+02,-2.100000000000000000e+02,-1.567903210921784307e+02
-2.337562500000000000e+08,-1.570603755437329880e+02,-2.100000000000000000e+02,-1.570603755440397435e+02
-2.336343750000000000e+08,-1.574335719781111891e+02,-2.100000000000000000e+02,-1.574335719783860839e+02
-2.335125000000000000e+08,-1.581815753661904012e+02,-2.100000000000000000e+02,-1.581815753664125737e+02
-2.333906250000000000e+08,-1.595298086138167548e+02,-2.100000000000000000e+02,-1.595298086139935094e+02
-2.332687500000000000e+08,-1.613263260768260920e+02,-2.100000000000000000e+02,-1.613263260769184626e+02
-2.331468750000000000e+08,-1.628571408781742207e+02,-2.100000000000000000e+02,-1.628571408781734249e+02
-2.330250000000000000e+08,-1.621867731755847615e+02,-2.100000000000000000e+02,-1.621867731755746149e+02
-2.329031250000000000e+08,-1.569270540516730250e+02,-2.100000000000000000e+02,-1.569270540517127870e+02
-2.327812500000000000e+08,-1.508319725624030809e+02,-2.100000000000000000e+02,-1.508319725624185139e+02
-2.326593750000000000e+08,-1.458875491711968948e+02,-2.100000000000000000e+02,-1.458875491711966674e+02
-2.325375000000000000e+08,-1.420971564960474325e+02,-2.100000000000000000e+02,-1.420971564960387639e+02
-2.324156250000000000e+08,-1.392707027836460725e+02,-2.100000000000000000e+02,-1.392707027836336238e+02
-2.322937500000000000e+08,-1.372638239067761106e+02,-2.100000000000000000e+02,-1.372638239067615018e+02
-2.321718750000000000e+08,-1.359816077380519346e+02,-2.100000000000000000e+02,-1.359816077380358763e+02
