freq_hz,psd_desired_db_per_hz,psd_interferer_db_per_hz,psd_mixed_db_per_hz
-2.241281250000000000e+08,-1.788228683138591464e+02,-2.996708500711639545e+02,-1.143013879585504071e+02
-2.240062500000000000e+08,-1.791264931740484201e+02,-2.995317397186053086e+02,-1.145500161764504412e+02
-2.238843750000000000e+08,-1.799573426420370481e+02,-2.994995358531856482e+02,-1.153074484683040737e+02
-2.237625000000000000e+08,-1.813136803182249253e+02,-2.996352869730114321e+02,-1.165861563745292244e+02
-2.236406250000000000e+08,-1.832135933829934231e+02,-2.996664307866083163e+02,-1.184107590294265009e+02
-2.235187500000000000e+08,-1.857102184891153911e+02,-2.995234563303993127e+02,-1.208227165256834041e+02
-2.233968750000000000e+08,-1.889244887387468168e+02,-2.994867829964192651e+02,-1.238699315901637164e+02
-2.232750000000000000e+08,-1.931162344865290663e+02,-2.996261124190779697e+02,-1.275028714469795119e+02
-2.231531250000000000e+08,-1.988080312055281240e+02,-2.996618419021912700e+02,-1.310737718408744286e+02
-2.230312500000000000e+08,-2.055457146650383038e+02,-2.995149784030954265e+02,-1.328152350494376321e+02
-2.229093750000000000e+08,-2.045921793082844715e+02,-2.994737126306331447e+02,-1.326384608339200497e+02
-2.227875000000000000e+08,-2.017036970762851524e+02,-2.996166298202926441e+02,-1.322845475085487408e+02
-2.226656250000000000e+08,-2.003990396295055803e+02,-2.996570782201084739e+02,-1.323594926479173637e+02
-2.225437500000000000e+08,-2.000000367756354649e+02,-2.995063006309086404e+02,-1.327585913730338234e+02
-2.224218750000000000e+08,-2.000909526308506088e+02,-2.994603171140536801e+02,-1.332406854318465435e+02
-2.223000000000000000e+08,-2.005231304757501221e+02,-2.996068310560520445e+02,-1.336536340713933555e+02
-2.221781250000000000e+08,-2.012749840281810521e+02,-2.996521343513100533e+02,-1.339878662566258356e+02
-2.220562500000000000e+08,-2.023137056577450039e+02,-2.994974175389290281e+02,-1.342351948185624622e+02
-2.219343750000000000e+08,-2.035303862640665216e+02,-2.994465885903436515e+02,-1.342279181691406507e+02
-2.218125000000000000e+08,-2.048268227589054220e+02,-2.995967077420799569e+02,-1.337246279096969488e+02
-2.216906250000000000e+08,-2.063255686277247207e+02,-2.996470046916235219e+02,-1.327287237606308850e+02
-2.215687500000000000e+08,-2.084933702076520774e+02,-2.994883234770176159e+02,-1.315167926715900819e+02
-2.214468750000000000e+08,-2.122202444855833221e+02,-2.994325189974726982e+02,-1.303371958762791678e+02
-2.213250000000000000e+08,-2.176065144266039511e+02,-2.995862512346704989e+02,-1.292813941887765736e+02
-2.212031250000000000e+08,-2.121485003767642752e+02,-2.996416834192505689e+02,-1.283551793212014331e+02
-2.210812500000000000e+08,-2.056411856319970184e+02,-2.994790126043324676e+02,-1.275698228174690740e+02
-2.209593750000000000e+08,-2.009428534237761710e+02,-2.994181000381361173e+02,-1.269751963955231702e+02
-2.208375000000000000e+08,-1.972547301565259659e+02,-2.995754526216842919e+02,-1.266388579500701752e+02
-2.207156250000000000e+08,-1.943037256433894413e+02,-2.996361644980304959e+02,-1.266124602258024936e+02
-2.205937500000000000e+08,-1.919904497548171776e+02,-2.994694789045217362e+02,-1.269130318091849006e+02
-2.204718750000000000e+08,-1.902602819477772584e+02,-2.994033232081987421e+02,-1.275196194928410307e+02
-2.203500000000000000e+08,-1.890725105093912077e+02,-2.995643027117450288e+02,-1.283788163455129734e+02
-2.202281250000000000e+08,-1.883965918196480516e+02,-2.996304416478182588e+02,-1.294186823269197930e+02
-2.201062500000000000e+08,-1.882147934052749179e+02,-2.994597161543034645e+02,-1.305726015255068546e+02
-2.199843750000000000e+08,-1.885266465721289535e+02,-2.993881797598605203e+02,-1.318000568517703073e+02
