freq_hz,psd_desired_dBm_per_MHz,psd_interferer_dBm_per_MHz,psd_mixed_dBm_per_MHz
-2.274187500000000000e+08,-1.146648729022587645e+02,-1.785349479037035394e+02,-4.689594821175865036e+01
-2.272968750000000000e+08,-1.179797978926537212e+02,-1.795200514854521430e+02,-4.680483909588167535e+01
-2.271750000000000000e+08,-1.224293717044941445e+02,-1.810454421296775536e+02,-4.662145196446923023e+01
-2.270531250000000000e+08,-1.263831885950718004e+02,-1.827846711430987625e+02,-4.636425410335905894e+01
-2.269312500000000000e+08,-1.247122288424183694e+02,-1.838343438147220468e+02,-4.616371824701818127e+01
-2.268093750000000000e+08,-1.216908780941622297e+02,-1.833446914271181640e+02,-4.616774269549182463e+01
-2.266875000000000000e+08,-1.195193622795667920e+02,-1.818704049251066976e+02,-4.643003013241704480e+01
-2.265656250000000000e+08,-1.179539979996017109e+02,-1.802957031430173629e+02,-4.683589727640202227e+01
-2.264437500000000000e+08,-1.168016745485525121e+02,-1.789626999091077550e+02,-4.709007745011064117e+01
-2.263218750000000000e+08,-1.160154092907157519e+02,-1.779435626376629784e+02,-4.689818539082372695e+01
-2.262000000000000000e+08,-1.155777834570113214e+02,-1.772500842062014499e+02,-4.626593094072745771e+01
-2.260781250000000000e+08,-1.154416747576559601e+02,-1.768903484758310469e+02,-4.544316891327275698e+01
-2.259562500000000000e+08,-1.155584547848979469e+02,-1.768795082788819855e+02,-4.463279002042636989e+01
-2.258343750000000000e+08,-1.159579316419092265e+02,-1.772420592562399975e+02,-4.391228953511111399e+01
-2.257125000000000000e+08,-1.167883045187527955e+02,-1.780118436345899227e+02,-4.331184296674814505e+01
-2.255906250000000000e+08,-1.182455875947202344e+02,-1.792271419755414854e+02,-4.287451281883616616e+01
-2.254687500000000000e+08,-1.203433229694763327e+02,-1.809112558068789554e+02,-4.265315023712827269e+01
-2.253468750000000000e+08,-1.221601380628373761e+02,-1.830109362962887189e+02,-4.267457828202597625e+01
-2.252250000000000000e+08,-1.210711669383624951e+02,-1.852450410411296957e+02,-4.290758858610973903e+01
-2.251031250000000000e+08,-1.168686902614301175e+02,-1.869879677343388948e+02,-4.325607814109505966e+01
-2.249812500000000000e+08,-1.119939991846742373e+02,-1.878140565529653259e+02,-4.360086162059397452e+01
-2.248593750000000000e+08,-1.076208923011409411e+02,-1.881274161882570297e+02,-4.389114332336254165e+01
-2.247375000000000000e+08,-1.040319418890320264e+02,-1.883604677874458275e+02,-4.420418073118779034e+01
-2.246156250000000000e+08,-1.012303428704381645e+02,-1.882782318027096267e+02,-4.469645590172171978e+01
-2.244937500000000000e+08,-9.915400820934030435e+01,-1.873945116729519214e+02,-4.550361475207697026e+01
-2.243718750000000000e+08,-9.773824089266167903e+01,-1.859040672009169839e+02,-4.665718362406852293e+01
-2.242500000000000000e+08,-9.693048826308282173e+01,-1.844414028547238331e+02,-4.798326621238851430e+01
-2.241281250000000000e+08,-9.669177841805981188e+01,-1.833861696001808355e+02,-4.898965825638848059e+01
-2.240062500000000000e+08,-9.699540469002874943e+01,-1.828497938755814403e+02,-4.912877953136609221e+01
-2.238843750000000000e+08,-9.782625724582732119e+01,-1.828328235262695785e+02,-4.849769745921261688e+01
-2.237625000000000000e+08,-9.918259699237867721e+01,-1.832986855935463382e+02,-4.765033027583660896e+01
-2.236406250000000000e+08,-1.010825056370952097e+02,-1.841917379044045333e+02,-4.693970703146410983e+01
-2.235187500000000000e+08,-1.035791083717355718e+02,-1.854322937611040061e+02,-4.644072647974832080e+01
-2.233968750000000000e+08,-1.067933123647505340e+02,-1.868976986291755225e+02,-4.607038050498420034e+01
-2.232750000000000000e+08,-1.109848770955410941e+02,-1.883823575268726245e+02,-4.565814830604421104e+01
-2.231531250000000000e+08,-1.166761209008153628e+02,-1.895482332838018920e+02,-4.502330421882814449e+01
-2.230312500000000000e+08,-1.234124992747090346e+02,-1.900188845641095554e+02,-4.409991792610017569e+01
-2.229093750000000000e+08,-1.224608639982295699e+02,-1.897497446561835659e+02,-4.300094622374990649e+01
-2.227875000000000000e+08,-1.195730554213226924e+02,-1.891262309675194047e+02,-4.193413514162782008e+01
-2.226656250000000000e+08,-1.182685048696535546e+02,-1.885496406464146162e+02,-4.108541593313185558e+01
-2.225437500000000000e+08,-1.178695136830322383e+02,-1.881800812547311921e+02,-4.057199525359817471e+01
-2.224218750000000000e+08,-1.179604134656942733e+02,-1.879398133884760114e+02,-4.044020591992531877e+01
-2.223000000000000000e+08,-1.183925716076740002e+02,-1.876063430167472461e+02,-4.066406206000507950e+01
-2.221781250000000000e+08,-1.191444238437347565e+02,-1.870252855818949342e+02,-4.113637486238732777e+01
-2.220562500000000000e+08,-1.201831818711971778e+02,-1.863078615321894063e+02,-4.168822773706924067e+01
-2.219343750000000000e+08,-1.213999426219532438e+02,-1.857332707928175068e+02,-4.219227257493631100e+01
-2.218125000000000000e+08,-1.226964838395744550e+02,-1.855329235982017053e+02,-4.268872905914062699e+01
-2.216906250000000000e+08,-1.241953345664843766e+02,-1.858154722868165436e+02,-4.334260767374215106e+01
-2.215687500000000000e+08,-1.263632617436615533e+02,-1.865788705735393478e+02,-4.421399309617962103e+01
-2.214468750000000000e+08,-1.300903865090229488e+02,-1.877101749073533483e+02,-4.497257196250265565e+01
-2.213250000000000000e+08,-1.354765648849875959e+02,-1.889249846250329483e+02,-4.492613816135462912e+01
-2.212031250000000000e+08,-1.300172720642265460e+02,-1.896302241516615936e+02,-4.397501664033970314e+01
-2.210812500000000000e+08,-1.235101231733938221e+02,-1.890811118685668930e+02,-4.285001738119643733e+01
-2.209593750000000000e+08,-1.188118880405943401e+02,-1.873284413376387647e+02,-4.211357549660701238e+01
-2.208375000000000000e+08,-1.151238092197661729e+02,-1.852135276751738502e+02,-4.193172971515417657e+01
