time_us,I,Q
1.574999999999999956e+00,-1.905081867130245174e-02,2.227156998690859452e-02
1.581249999999999822e+00,2.106253343714266715e-02,1.276092656188015234e-02
1.587500000000000133e+00,-4.067069395257812831e-02,-1.757372372370872085e-02
1.593750000000000000e+00,-3.377938290830790041e-03,-8.902623588753810768e-02
1.599999999999999867e+00,-1.032544619594716884e-01,-1.873515451580830618e-02
1.606250000000000178e+00,1.438768061980288775e-02,-9.272790485709889174e-02
1.612500000000000044e+00,-2.895233533472722429e-02,-3.139545988747575664e-03
1.618749999999999911e+00,-2.722085218101265650e-02,2.719502899501111820e-02
1.625000000000000000e+00,3.458959253078111584e-02,-2.220908760965573103e-01
1.631250000000000089e+00,1.019264995470427898e-02,-4.010401059943767554e-02
1.637499999999999956e+00,1.129273738679814100e-02,1.857664340978233686e-02
1.643749999999999822e+00,-4.403112712920157629e-02,-2.193151786820358821e-03
1.650000000000000133e+00,8.731091289643101716e-02,-2.104494651336809991e-02
1.656250000000000000e+00,6.420786512863170536e-02,8.774456019416836117e-02
1.662499999999999867e+00,-2.006336460842095964e-02,1.197474367309828494e-02
1.668749999999999956e+00,8.048852573528625376e-02,-8.081609361021695193e-02
1.675000000000000044e+00,-1.507405056610052196e-01,2.338026715439697409e-02
1.681249999999999911e+00,4.268652016652990655e-02,-3.575940022451618711e-02
1.687500000000000000e+00,1.246615915068833604e-02,1.915486996108534470e-02
1.693750000000000089e+00,1.994348422861495079e-02,6.371005067471183225e-02
1.699999999999999956e+00,4.506871441840377274e-02,8.589940011821460553e-02
1.706250000000000044e+00,-3.441465244917264049e-02,-9.624729982592032662e-02
1.712499999999999911e+00,1.200411196593394736e-01,1.146189607946710431e-01
1.718750000000000000e+00,3.975460865532284838e-02,6.894199036832483751e-02
1.725000000000000089e+00,-1.542410104909683940e-04,-5.234444413358758930e-02
1.731249999999999956e+00,-9.481597392946189418e-02,2.831238386866927192e-02
1.737500000000000044e+00,5.201731906425416385e-02,5.406757785284155293e-03
1.743750000000000133e+00,2.544614735349490578e-02,3.505265312833885649e-02
1.750000000000000000e+00,-1.162917740026753466e-01,-6.512274041970403035e-04
1.756249999999999867e+00,-1.986847871613366123e-02,-7.232395508809485833e-03
1.762499999999999956e+00,-4.938663462459243897e-03,1.342422855071155087e-02
1.768750000000000044e+00,-4.855419408369141682e-02,-1.383573740496542304e-02
1.774999999999999911e+00,1.236604422880103506e-02,5.150153183083090030e-02
1.781250000000000000e+00,9.379179129112280577e-02,-1.394110301604862927e-02
1.787500000000000089e+00,6.400082711615036335e-02,-8.912839754671406101e-02
1.793749999999999956e+00,-1.275160885412377799e-02,8.349318608464839642e-02
1.799999999999999822e+00,-6.444283456710440949e-02,-1.092105847984528588e-01
1.806250000000000133e+00,-2.231114470491251208e-05,1.913883719246446680e-02
1.812500000000000000e+00,3.889485999834743635e-02,3.539420227261525637e-02
1.818749999999999867e+00,-1.508296599348259159e-01,9.259213459088048992e-02
1.825000000000000178e+00,-2.651063342378457560e-02,8.339085722053238281e-02
1.831250000000000044e+00,6.323582226706384035e-02,-1.195694832599941276e-01
1.837499999999999911e+00,8.992179715659853745e-02,-7.170885284531745840e-02
1.843750000000000000e+00,9.988808036449774164e-02,4.132204895767879055e-02
1.850000000000000089e+00,-2.877509498280591063e-02,-4.467266880114435790e-02
1.856249999999999956e+00,-4.511880856425391773e-02,-1.456545336317289184e-02
1.862500000000000044e+00,1.181293736271136902e-01,1.346552941918001400e-01
1.868749999999999911e+00,-3.542305702235391124e-02,8.759880741420637829e-02
1.875000000000000000e+00,-1.513133544320574564e-01,7.035964988594524405e-02
1.881250000000000089e+00,5.780289392706592505e-02,1.629978011786172715e-02
1.887499999999999956e+00,-3.466537261970286613e-03,-4.399558930252291805e-02
