freq_offset_mhz,psd_dbfs_per_hz
-6.570312500000000000e+01,-1.019056825856535511e+02
-6.566406250000000000e+01,-1.019175790730285200e+02
-6.562500000000000000e+01,-1.018607061407330860e+02
-6.558593750000000000e+01,-1.017642717110122987e+02
-6.554687500000000000e+01,-1.016943592189305434e+02
-6.550781250000000000e+01,-1.016919814753998423e+02
-6.546875000000000000e+01,-1.016848901677460049e+02
-6.542968750000000000e+01,-1.016505232600474642e+02
-6.539062500000000000e+01,-1.016903543778414019e+02
-6.535156250000000000e+01,-1.017963066580697671e+02
-6.531250000000000000e+01,-1.018456480967022202e+02
-6.527343750000000000e+01,-1.018177547219400623e+02
-6.523437500000000000e+01,-1.018098347307865339e+02
-6.519531250000000000e+01,-1.018668556083596002e+02
-6.515625000000000000e+01,-1.019311596537719424e+02
-6.511718750000000000e+01,-1.019127201669955696e+02
-6.507812500000000000e+01,-1.017791039173815761e+02
-6.503906250000000000e+01,-1.016441281979531936e+02
-6.500000000000000000e+01,-1.016223120390883992e+02
-6.496093750000000000e+01,-1.016662739314889166e+02
-6.492187500000000000e+01,-1.016880939421335199e+02
-6.488281250000000000e+01,-1.016733606565569517e+02
-6.484375000000000000e+01,-1.016557381043045893e+02
-6.480468750000000000e+01,-1.016743704753711484e+02
-6.476562500000000000e+01,-1.017002529520581930e+02
-6.472656250000000000e+01,-1.016770345852107340e+02
-6.468750000000000000e+01,-1.016653490864705702e+02
-6.464843750000000000e+01,-1.017472978932654684e+02
-6.460937500000000000e+01,-1.018708756198438437e+02
-6.457031250000000000e+01,-1.019526148508412575e+02
-6.453125000000000000e+01,-1.019600077208393998e+02
-6.449218750000000000e+01,-1.018802847770224389e+02
-6.445312500000000000e+01,-1.017715086699747360e+02
-6.441406250000000000e+01,-1.017329537505341932e+02
-6.437500000000000000e+01,-1.017936072233411835e+02
-6.433593750000000000e+01,-1.019161932469965990e+02
-6.429687500000000000e+01,-1.020322395977040344e+02
-6.425781250000000000e+01,-1.020699487303258479e+02
-6.421875000000000000e+01,-1.019961192380196167e+02
-6.417968750000000000e+01,-1.018239104155062478e+02
-6.414062500000000000e+01,-1.016646301152915726e+02
